Majority protein IDs,Intensity MDAMB231 Biol. repl. 1,Intensity MDAMB231 Biol. repl. 2,Intensity MDAMB231 Biol. repl. 3,Intensity MDAMB231 Biol. repl. 4,Intensity LM2 Biol. repl. 1,Intensity LM2 Biol. repl. 2,Intensity LM2 Biol. repl. 3,Intensity LM2 Biol. repl. 4,Intensity BT549 Biol. repl. 1,Intensity BT549 Biol. repl. 2,Intensity BT549 Biol. repl. 3,Intensity BT549 Biol. repl. 4,Intensity Hs578T Biol. repl. 1,Intensity Hs578T Biol. repl. 2,Intensity Hs578T Biol. repl. 3,Intensity Hs578T Biol. repl. 4,Intensity HCC1419 Biol. repl. 1,Intensity HCC1419 Biol. repl. 2,Intensity HCC1419 Biol. repl. 3,Intensity HCC1419 Biol. repl. 4,Intensity HCC1954 Biol. repl. 1,Intensity HCC1954 Biol. repl. 2,Intensity HCC1954 Biol. repl. 3,Intensity HCC1954 Biol. repl. 4,Intensity JIMT1 Biol. repl. 1,Intensity JIMT1 Biol. repl. 2,Intensity JIMT1 Biol. repl. 3,Intensity JIMT1 Biol. repl. 4,Intensity SKBR3 Biol. repl. 1,Intensity SKBR3 Biol. repl. 2,Intensity SKBR3 Biol. repl. 3,Intensity SKBR3 Biol. repl. 4,Intensity MCF7 Biol. repl. 1,Intensity MCF7 Biol. repl. 2,Intensity MCF7 Biol. repl. 3,Intensity MCF7 Biol. repl. 4,Intensity MCF10A Biol. repl. 1,Intensity MCF10A Biol. repl. 2,Intensity MCF10A Biol. repl. 3,Intensity MCF10A Biol. repl. 4,ANOVA Significant
,MDAMB231,MDAMB231,MDAMB231,MDAMB231,LM2,LM2,LM2,LM2,BT549,BT549,BT549,BT549,Hs578T,Hs578T,Hs578T,Hs578T,HCC1419,HCC1419,HCC1419,HCC1419,HCC1954,HCC1954,HCC1954,HCC1954,JIMT1,JIMT1,JIMT1,JIMT1,SKBR3,SKBR3,SKBR3,SKBR3,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
Q86SJ2,1.057583,0.9472885,1.061396,0.7148781,-1.949015,-4.736349,-4.846031,-4.260913,-1.170214,-1.263538,-0.7679806,-2.899782,-4.665187,-3.519131,-3.383776,-5.341379,-3.914753,-2.278732,-1.86858,-1.626442,-3.325737,-2.924595,-1.965248,-5.58871,-5.690312,-6.532639,-4.659814,-5.602927,-1.860703,-3.385199,-1.14572,-1.187344,-4.09319,-3.859581,-4.196281,-3.442577,-4.710633,-4.849809,-4.041003,-5.277843,
Q86SQ0,1.969778,1.826054,1.942657,1.479847,-4.304606,-3.818167,-4.51753,-4.119288,-6.304488,-4.819522,-3.685911,-3.742588,-4.310777,-3.979329,-4.697688,-4.490002,-4.221249,-3.063623,-1.960951,-2.020836,-3.136545,-6.381083,-2.792477,-5.959802,-2.368265,-0.2062416,-0.2711334,-2.518911,-4.892826,-4.401206,-5.696951,-4.326417,-4.682071,-4.358571,-5.357925,-4.580152,-5.767053,-4.594661,-5.245818,-3.678984,
Q86SQ4,-3.875702,-5.324247,-0.0207119,-2.485825,-3.881093,-3.976166,-5.284924,-3.676199,-0.7887554,0.485445,0.327282,-0.641016,-5.250167,-4.991501,-5.616323,-4.016913,-2.777647,-1.057671,-1.806557,-1.324944,-5.347666,-4.92956,-5.679295,-4.926467,-5.162389,-4.657655,-5.702427,-6.861084,-1.659737,-5.144521,-1.959072,-1.694832,-1.269548,-1.777426,-5.117124,-1.359079,-3.205136,-4.417522,-5.18219,-4.414121,
Q86SZ2,-3.123318,-2.061914,-3.372972,-3.032257,-4.67795,-4.916053,-4.331613,-4.079868,-4.569033,-5.906584,-4.77058,-3.564459,-3.802177,-5.037462,-4.579384,-5.643227,-3.216722,-2.458138,-4.691711,-2.946215,-5.691312,-5.272205,-3.541363,-1.579832,-5.466484,-6.006917,-4.089805,-4.0667,-2.862673,-4.658018,-4.861221,-4.418257,-3.8172,-4.585487,-4.247616,-3.984196,-4.745747,-3.732161,-3.577011,-4.482512,
Q86T03,-5.13414,-4.102932,-4.433594,-4.445511,-5.266207,-5.333871,-4.948998,-4.269773,-3.345414,-5.437264,-3.65448,-5.251338,-5.524931,-4.765797,-5.024124,-2.977483,-1.298391,-1.009344,-0.8160591,-1.581522,-2.527374,-4.211073,-4.114567,-3.814705,-1.854387,-1.499504,-4.319185,-4.619062,-4.709591,-5.113066,-5.079975,-2.3899,-1.720072,-1.280886,-1.4349,-2.570755,-2.809374,-4.360921,-3.711851,-3.823077,+
Q86TC9,-5.47919,-4.996687,-6.420335,-4.878695,-5.081922,-5.169422,-3.740324,-5.371991,-4.332288,-5.074896,-4.261782,-4.00703,-5.050501,-3.228478,-4.547797,-5.001631,-4.957298,-5.099514,-4.306204,-5.649937,-5.617733,-5.022515,-6.10139,-3.714165,-1.525558,-1.959152,-5.126601,-0.7632313,-3.476194,-3.603538,-4.797377,-4.179977,-5.089137,-4.690069,-5.180286,-5.648355,-4.868602,-5.260232,-3.524473,-3.693428,
Q86TG1,-6.596069,-4.74859,-3.99866,-3.572438,-3.670512,-3.222964,-3.798283,-4.605831,-4.058675,-4.848039,-3.50971,-5.116688,-4.034927,-4.672734,-2.980336,-5.582211,-2.036755,-2.1621,-6.360308,-2.170425,-4.912667,-5.028075,-5.489423,-4.766163,-6.364259,-4.258128,-4.473408,-3.394236,-3.927404,-4.582498,-6.315708,-3.446987,-5.963501,-5.466676,-5.094727,-4.60675,-4.762308,-5.089229,-5.15639,-5.80493,
Q86TG7,-4.252689,-5.579225,-4.340343,-5.592468,-5.322905,-3.742083,-4.25372,-4.638102,-5.449635,-4.669243,-3.579409,-3.728731,-5.177802,-4.589376,-5.352561,-5.876492,-0.7248611,-1.083557,-0.6988297,-0.9977226,-4.562376,-4.316926,-5.671949,-5.326077,-4.228264,-4.220652,-6.563041,-4.055709,-5.406178,-5.325095,-6.510853,-5.50131,-4.354301,-5.060071,-5.178331,-4.91444,-4.419288,-3.892756,-4.473315,-3.847202,
Q86TI2,-3.661662,-2.549055,-3.531101,-4.337664,-2.149084,-3.184124,-0.7082043,-1.425711,-4.368031,-5.137487,-4.715673,-5.53375,-4.624791,-1.731781,-1.943869,-3.41789,0.3467598,-0.223772,-0.1363373,-0.04158211,-1.77737,-5.168316,-4.846658,-2.70117,-1.093327,-2.559139,-1.409788,-1.300077,0.1405144,-1.442972,-0.3557491,-1.152596,-2.540356,-5.138901,-4.686044,-3.772863,-1.573576,-4.605373,-2.022045,-5.121813,+
Q86TM6,-5.390213,-3.413569,-4.792867,-6.200945,-5.588106,-5.37168,-5.657628,-5.669605,-3.512386,-2.909981,-2.147726,-3.558121,-5.382756,-4.123411,-3.948705,-3.902667,-4.26176,-4.750079,-3.964112,-4.39125,-2.059042,-1.327414,-1.698935,-1.604305,-2.176706,-2.48978,-4.489,-1.365089,-4.473583,-3.193791,-4.125981,-4.69998,-4.249533,-3.478331,-4.892395,-4.093956,-2.207239,-3.0336,-4.43307,-1.757238,
Q86TV6,-4.598817,-4.75967,-4.324276,-3.310686,-3.695082,-3.50881,-2.35376,-1.779345,-3.765689,-4.307259,-4.911333,-4.313129,-4.477541,-5.232346,-3.998276,-4.696384,-2.188185,-1.686567,-2.308615,-1.868805,-3.060923,-5.458119,-5.595378,-2.999161,-4.762013,-5.044546,-5.40926,-4.246848,-1.211067,-5.278818,-3.122477,-4.303358,-1.845331,-0.6338844,-4.08468,-5.04715,-4.249513,-4.909089,-3.504891,-4.011962,
Q86TX2;P49753,-4.278076,-4.358144,-4.004116,-3.413939,-5.953701,-4.707907,-4.843664,-5.15907,-2.388561,-1.362768,-3.102049,-4.196135,-3.643811,-5.214299,-3.272578,-3.906748,0.516573,0.1955433,-1.129183,-1.858871,-2.448854,-3.250364,-5.456982,-5.483376,-5.880097,-5.631501,-5.819384,-5.216007,-1.434322,-4.021707,-1.7152,-3.768156,-4.367513,-5.428466,-4.449493,-5.455647,0.05775833,-1.057961,0.6241589,-1.050377,+
Q86U42,-5.382038,-4.231274,-2.808268,-4.730295,-5.078938,-5.733603,-3.869624,-4.547803,-2.482376,-5.680409,-5.397928,-4.987053,-3.907518,-3.919865,-2.001608,-4.387179,-1.984287,-4.378046,-3.115919,-2.467215,-3.596673,-4.163548,-1.652147,-1.438938,-0.09550858,0.7391682,0.7410374,-0.3408527,-3.113859,-3.281252,-4.682584,-5.564155,-5.448192,-5.231586,-3.64908,-2.337988,-4.879788,-3.193548,-2.975851,-2.019218,
Q86UE4,-2.666271,-3.260061,-2.338377,-2.64329,-1.807041,-3.840691,-2.318781,-2.111479,0.3734226,-0.5063896,-0.2095947,-0.3868694,1.132339,0.7745399,-0.4005184,-0.954771,0.6931171,0.2138443,0.6282921,1.017698,0.4446754,-0.2688332,-0.03824234,-0.05478668,0.2746029,-0.2014618,0.1530552,0.5764427,-4.270397,-3.999641,-3.432291,-3.357124,-0.7722664,-0.6490192,-0.433857,-0.7956028,-0.192852,0.02149773,1.746794,1.659422,
Q86UF1,-1.364637,-1.540668,-4.211482,-1.492117,-5.156921,-4.620872,-4.744399,-4.577369,-4.643778,-5.319997,-4.414536,-4.493155,-3.878547,-3.394894,-5.887936,-4.971241,0.3095512,0.5124321,-0.9566879,0.3575935,-5.125424,-2.96374,-6.220975,-4.544741,-4.223087,-5.404579,-5.973094,-5.078409,-4.577057,-5.331159,-3.772573,-3.996149,-5.529246,-3.189671,-3.823946,-4.718415,-4.623143,-2.103893,-3.704617,-4.487708,
Q86UK0,-4.401951,-4.434137,-5.826844,-5.362624,-4.871485,-6.335809,-3.709125,-4.862841,-3.498409,-4.43737,-6.042235,-5.845807,-4.373622,-6.768178,-3.911602,-3.891395,0.8745899,1.178341,0.4024544,0.6332016,-6.934349,-3.428377,-3.616814,-6.113651,-4.152966,-5.236796,-5.808497,-3.223483,-4.841314,-5.189409,-5.583934,-0.624733,-0.2499294,-0.5040398,-0.7410107,0.2189312,-5.069168,-3.172253,-6.004326,-3.406431,+
Q86UP2,0.9585915,3.712225,3.805128,3.73349,4.303698,3.74921,4.264423,4.527905,0.5607414,-0.4819145,-0.08297729,0.781683,-4.588715,-1.087597,-5.972382,-2.885935,0.9138966,0.7171249,1.308382,0.7790909,0.311451,0.4160118,0.4014816,0.5119858,1.582897,2.33456,1.490179,2.400551,-2.246111,-2.213001,-1.340164,-2.033464,-2.847191,-1.707197,-1.616291,-1.547983,2.618513,1.66943,1.310404,1.13121,
Q86UW9,-3.754442,-2.96323,-2.81402,-2.29813,-5.939367,-2.940302,-2.393064,-2.345314,-2.023226,-1.548975,-0.384182,-0.495945,-4.546486,-4.695238,-3.505332,-4.679349,-2.129896,-2.850254,-3.02635,-2.650295,-3.474405,-1.986107,-1.566628,-1.826111,-5.506631,-3.490721,-6.057637,-4.90666,0.1700745,-0.3232555,0.2227859,0.3170776,-4.986816,-4.387709,-0.9566822,-1.485622,-4.85675,-3.360102,-4.261648,-3.014006,
Q86UX7,-5.443204,-4.627651,-1.007919,-3.35103,-3.586266,-3.575575,-2.254404,-4.669116,-4.950581,-2.785982,-2.271744,-4.219992,-1.384455,-5.092879,-1.360674,-1.547169,-4.539546,-4.076062,-5.541086,-3.61174,-5.192776,-2.104342,-3.016304,-3.320002,-1.484901,-3.916775,1.917013,-0.09513283,-1.251562,-4.250994,-4.119416,-3.10747,-1.589781,-0.4320641,-0.5310154,0.02421951,-2.238361,-0.7361584,-0.5718346,-1.155859,
Q86UY6,-4.217362,-3.230128,-5.01865,-4.389987,-5.42043,-3.097875,-5.884562,-4.49134,-5.443724,-4.971633,-3.859562,-5.226167,-4.379361,-5.883115,-4.705536,-4.333694,-2.453444,-1.80073,-2.955185,-1.761318,-3.098553,-1.81831,-3.603292,-2.753643,-3.810204,-4.755956,-4.411036,-5.16934,-4.042788,-4.718136,-4.617002,-3.526882,-6.440091,-5.779911,-6.158458,-4.790265,-6.729935,-6.334525,-3.455355,-4.47334,+
Q86V21,-0.7109814,-0.2819138,-0.04174614,-0.5015202,-3.550842,-3.363743,-2.733633,-1.977734,-4.471223,-5.303997,-2.817518,-5.347427,-5.155061,-4.657993,-2.969965,-5.412458,-0.6859493,-0.0009326935,0.5581646,-0.3113327,0.05794907,0.8475876,1.103912,1.188231,-0.09846306,-2.325317,-1.421144,-0.315361,1.316824,0.7060833,-0.2465019,0.7512894,-3.898187,-3.983822,-2.586336,-2.071922,-5.950667,-4.297544,-4.981736,-2.12084,+
Q86V48,-3.694273,-3.171158,-4.783114,-2.694773,-5.188115,-3.93455,-3.480715,-4.375925,-4.682575,-5.318105,-4.656969,-5.441006,-5.564011,-3.6592,-5.043463,-3.878008,-3.246658,-6.171946,-4.496636,-4.006573,-2.432568,-4.108928,-5.633161,-2.653551,-0.8768063,-1.314577,-5.062498,-0.399765,-5.126818,-4.919278,-4.083607,-5.162795,-5.642849,-4.655903,-2.407223,-4.676056,-4.898288,-4.405982,-2.726265,-3.397986,
Q86V81,-1.124897,-0.5584679,-0.6384449,-0.2673988,-1.733831,-1.139042,-4.051309,-2.93483,-5.073513,-3.900102,-3.909899,-4.825862,-2.510635,-4.656816,-5.228225,-4.075112,-3.602255,-0.6072788,-5.136938,-0.8540516,-4.876932,-3.812589,-4.773106,-0.1050873,-0.1207886,0.4066696,-1.733252,1.35182,-2.264174,-5.327564,-0.9690762,-1.862097,1.551023,1.360607,-0.4942913,-0.7689457,-1.356396,-1.852718,-3.860914,-3.363518,
Q86V85,-6.66036,-2.831529,-4.73195,-3.6668,-4.806221,-3.869011,-5.061783,-4.751607,-4.503682,-4.740564,-4.476098,-4.589731,-3.220727,-3.608449,-4.987524,-4.825801,-4.791772,-3.82343,-6.568262,-4.620641,-5.699304,-4.599559,-5.930203,-4.82418,-3.861462,-2.120737,-4.907002,-4.616501,-4.41608,-6.764027,-5.739749,-4.885567,-5.780225,-4.39109,-4.425301,-5.27974,-4.502691,-5.268501,-4.32784,-4.196186,
Q86VE9,-4.409121,-5.721953,-4.398668,-5.229486,-3.528332,-4.312543,-3.160133,-4.489404,-4.387778,-2.184013,-2.910431,-4.067294,-0.05766869,-0.8064079,-0.3865833,-0.9010544,1.799135,1.897455,1.831739,2.049627,0.329792,-0.6699009,-0.198967,-0.6450176,-4.848848,-4.809178,-5.14035,-5.519155,1.830872,0.4794483,2.061247,1.245186,0.5471611,1.565414,1.51189,1.444214,-5.234754,-5.255194,-3.848745,-6.516605,+
Q86VI3,1.263716,1.488794,0.7786083,0.9564018,-1.552395,-1.155836,0.06581306,0.1703568,-4.65093,-2.564157,-1.652582,-1.079943,-4.664635,-3.717352,-6.30162,-5.664155,2.736115,3.162064,3.224722,2.629946,3.765026,3.345509,3.285463,3.212059,0.7931843,-0.08369637,0.4095936,0.0287056,4.170063,3.599913,3.160109,3.32312,5.301222,5.065744,4.655394,5.03841,-3.798162,-2.215046,0.147213,-2.360497,+
Q86VM9,-3.990435,-4.763327,-5.30114,-7.285461,-3.778129,-5.6484,-5.166312,-6.056737,-4.904691,-4.883054,-6.131172,-4.066456,-5.703377,-4.074648,-4.816885,-5.241448,-5.345993,-7.191669,-4.946833,-4.757021,-4.552212,-4.242972,-6.372015,-5.220927,-3.298201,-1.687342,-3.793015,-1.720615,-5.362013,-5.544716,-3.844882,-5.370335,-5.554722,-4.193539,-5.061519,-6.808887,-4.22166,-3.712095,-3.19961,-2.648693,
Q86VN1,1.885147,1.770164,2.001945,1.769476,0.2117786,0.3348713,-0.1295223,0.75284,1.034082,0.6060486,0.7308559,1.069986,-3.126665,-4.356368,-5.061462,-3.934144,1.346008,2.067575,1.917948,1.946325,-1.337444,-2.166111,-1.034384,-1.021242,-2.66481,-3.391781,-2.19449,-2.470657,0.5763874,-0.6558914,0.531744,0.1249561,-4.087966,-6.067486,-1.842634,-4.728884,-2.66065,-4.48716,-4.826957,-3.240052,+
Q86VP1,-2.090805,-2.942841,-1.295954,-1.046789,-0.4553814,-0.6082096,-0.1129074,-0.3154545,2.600029,1.601082,0.7633572,1.701965,-0.5647907,-1.266317,-0.0862236,-1.016323,-0.1326771,0.3970947,0.136652,0.1381073,-4.825237,-5.569096,-5.780942,-5.095377,-0.2139072,-2.698214,-4.095253,0.3617229,-1.534668,-1.971447,-1.487778,-2.135323,-5.224178,-3.045597,-4.796674,-3.798698,-4.769469,-5.543461,-4.425919,-5.582338,+
Q86VP6,1.893667,2.305124,2.365704,2.064215,1.908102,1.80637,2.168877,2.379889,2.002565,1.303526,1.650414,1.357843,0.8484917,1.124418,1.336773,1.516373,3.151499,3.818256,3.634195,3.711809,3.290058,3.199089,2.853388,3.242233,2.613653,2.495306,2.811995,1.647833,4.833027,4.024252,3.712578,3.476133,3.762505,4.450802,3.7211,3.804131,3.009905,3.151474,3.368736,3.196585,+
Q86VS8,-3.815657,-5.0447,-5.942533,-4.75462,-4.058835,-4.438168,-3.914306,-4.584221,-3.565781,-3.612779,-3.146975,-3.542299,-4.214701,-4.197693,-1.61801,-4.975536,-3.543192,-2.862135,-3.203268,-2.797329,-1.246826,-1.442511,-1.536106,-1.124382,-1.361643,-1.339951,-1.292189,-1.556999,-2.117992,-2.683638,-3.062183,-5.656715,-4.546626,-2.385665,-3.960323,-6.29689,-1.776567,-1.567242,-4.309484,-2.355227,+
Q86W42,-4.683885,-5.830744,-5.884986,-4.686001,-4.92376,-4.315122,-5.538299,-3.886755,-1.888018,-5.728502,-4.806848,-4.48196,-3.841438,-5.112121,-6.167974,-4.556266,-6.376565,-4.919989,-4.328163,-3.510048,-3.65504,-5.192822,-4.948761,-6.158422,-1.323132,-1.962214,-2.235689,-5.014069,-3.005007,-1.813505,-1.189264,-1.874977,-5.27517,-4.347741,-3.561451,-4.193349,-6.529856,-5.101479,-3.764966,-4.135643,
Q86W92,-0.1821728,1.542223,1.160807,1.216366,2.239117,2.264963,2.106026,2.530272,-1.705593,-1.032818,-1.866508,-0.6012173,0.2797337,0.549469,-0.4358387,0.4276047,2.430267,2.859842,2.56146,2.910519,-1.537781,-1.424408,-1.246397,-1.845135,-1.81809,-2.18255,-2.534065,0.3796291,2.162148,1.69351,1.729214,1.743837,-0.0755291,0.4735622,0.6415424,0.4232922,0.3371143,0.5480518,0.4948864,0.6945229,
Q86WA9,-2.990023,-4.183479,-5.151051,-5.3335,-4.338585,-3.765007,-4.636752,-4.994371,-4.604858,-3.920144,-4.70224,-4.3147,-4.646891,-4.493721,-4.018808,-5.453968,2.477903,-4.292466,2.218279,2.77257,-3.825949,-5.111759,-4.427944,-5.210931,-6.484022,-5.348213,-5.744331,-6.603395,-5.188563,-5.558554,-6.571066,-5.704028,-3.464536,-5.848862,-3.948687,-3.983937,-5.302651,-4.43529,-3.210244,-5.033539,
Q86WC4,-2.136549,-3.94498,-1.769836,-4.580068,-3.004274,-5.204009,-6.434996,-3.852715,-0.03097153,0.4079456,-0.2660828,0.7323875,-1.844048,-1.920713,-1.322208,-4.895155,-5.529101,-3.811823,-1.275335,-2.081526,-4.338896,-4.159074,-6.329035,-5.576617,-4.073161,-6.323946,-6.38137,-4.432621,-4.672218,-3.848077,-4.874556,-3.087564,-3.581383,-4.51017,-2.606247,-4.393858,-1.410603,-3.68266,-0.6694508,-2.027071,
Q86WG5,-4.51905,-5.540502,-3.073883,-3.072359,-3.935794,-5.147334,-4.514665,-4.284524,-4.77016,-4.22962,-4.502062,-4.421587,-3.25015,-2.570636,-3.187551,-5.376152,-2.870483,-5.761192,-2.460619,-1.393242,-5.310216,-3.585207,-6.541639,-4.221565,-6.707429,-4.143248,-4.156188,-5.1252,-1.072235,-1.523882,-3.370142,-5.056558,-4.853201,-5.324332,-5.403677,-5.513279,-3.735138,-4.089983,-3.70747,-4.303267,
Q86WQ0,-5.02454,-5.211504,-5.030669,-4.583227,-5.339237,-5.608503,-3.378821,-5.319885,-6.146614,-4.577744,-5.388335,-3.93867,-2.770493,-4.849556,-6.104332,-6.011395,-5.781404,-3.445155,-4.829495,-6.052406,-2.608423,-5.837201,-3.219185,-6.304288,-4.561118,-5.334407,-5.902109,-3.990566,-3.432278,-5.196471,-3.836874,-6.990337,-3.937468,-3.605961,-5.446933,-4.734959,-4.051852,-4.945207,-3.34095,-4.032745,
Q86WR7,-5.666594,-4.596642,-2.989413,-2.122726,-2.914598,-4.106405,-2.761196,-3.88022,-4.13295,-3.239425,-4.671252,-5.232695,-4.96164,-5.674841,-5.21337,-6.292537,-3.670778,-5.649576,-5.357174,-4.279797,-3.320297,-7.277794,-3.946862,-3.024288,-1.044775,0.09098434,-0.2936707,-0.09662056,-2.224787,-4.343663,-5.24858,-3.434521,-4.908314,-5.303071,-5.193737,-4.992146,-4.691042,-4.673211,-3.934111,-3.471978,
Q86X27,-4.140808,-4.821878,-6.321189,-5.110554,-5.368949,-4.582838,-5.306291,-5.613101,-3.493012,-4.522224,-4.27148,-3.82542,-4.141697,-5.175176,-5.415126,-5.000966,-1.914167,-0.9729233,-0.9693546,-0.8471489,-3.259575,-5.966878,-5.38504,-6.190679,-3.633053,-2.595112,-2.915865,-5.111304,-1.917753,-2.930731,-3.70716,-4.943485,-3.570452,-3.512068,-4.080715,-3.015442,-4.857622,-5.08382,-6.016522,-5.267397,+
Q86X29,4.652433,4.207127,4.048012,4.13447,1.832228,1.357492,1.583679,1.657047,-5.749898,-4.0038,-5.105818,-4.586513,-3.465986,-4.449425,-2.792068,-4.648677,3.358263,3.359104,3.248905,3.335066,4.427782,3.793549,4.045597,3.521797,0.7795277,1.973383,1.848106,0.1295853,3.709255,3.79138,3.506714,4.146233,4.160553,3.407181,3.619608,3.801493,-0.9247608,-1.053354,0.01919365,-1.352936,+
Q86X55,-5.210225,-4.403489,-1.854673,-4.553796,-1.283421,-3.773832,-0.9917889,-1.15818,-3.485538,-2.133635,-4.998866,-4.151583,-4.667855,-0.8214035,-5.171741,-1.423307,-1.097322,-1.139538,-2.244986,-1.2017,-0.5983257,-1.342855,-1.270388,-1.26582,0.5623436,0.2120934,0.5013351,-0.3622856,-1.0895,-1.509972,-1.578611,-2.365746,-0.7839222,-0.3965664,-3.486696,-0.4784927,-5.022617,-0.7405281,-0.910471,-1.935638,+
Q86X76,-4.823799,-5.734667,-3.296193,-2.483038,-5.579346,-5.074431,-4.781472,-5.052867,-1.870518,-3.255205,-6.009086,-5.420233,-4.760321,-3.732574,-3.758288,-4.128607,-1.70525,-1.300358,-1.932871,-1.631796,-1.779514,-0.5232639,-1.823114,-0.8657951,-0.6716385,-2.424892,-2.310635,0.5153561,-0.8811874,0.4042797,0.7295551,-0.9699993,-5.01387,-3.829298,-5.135568,-4.013698,-3.439079,-2.612604,-2.127382,-4.667357,+
Q86X83,-3.260334,-5.083258,-3.962224,-3.149741,-5.998239,-5.512656,-5.831723,-4.067143,-2.965129,-4.909172,-3.339856,-5.812456,-5.918504,-3.614865,-4.250335,-6.127756,-4.019867,-2.574484,-6.570718,-4.177543,-2.068472,-2.586683,-1.524618,-5.013523,-4.234488,-3.72751,-2.740286,-4.692446,-5.848247,-4.607241,-4.905533,-5.834388,-5.378748,-4.129028,-3.97294,-5.002251,-4.561377,-5.067456,-4.544869,-5.417338,
Q86XI2,-4.899533,-3.939991,-4.139987,-4.398978,-5.438022,-3.019394,-5.251354,-3.837767,-2.308073,-1.141453,-0.3974056,-1.333052,-3.706941,-3.823164,-4.929727,-5.436971,-4.273816,-4.530286,-4.425079,-5.806525,-5.731783,-3.751544,-3.22072,-5.288105,-6.08142,-3.775078,-5.772171,-4.271748,-4.480296,-5.082795,-5.547028,-5.764281,-4.485402,-3.662007,-5.015105,-5.272512,-4.280355,-3.49874,-7.046823,-5.081731,
Q86XJ1,-4.352517,-4.244332,-4.626208,-3.875271,-5.72533,-5.567605,-5.541431,-3.76686,-4.549447,-6.625496,-4.66122,-2.830666,-4.396495,-4.100121,-5.716905,-4.959513,-0.5469398,-4.275696,-5.140666,-5.651479,-4.942468,-0.7987747,-6.910241,-5.442741,-0.9137726,-1.362349,-5.418087,-0.478157,-5.252017,-5.374331,-6.979161,-5.726829,-4.524876,-5.570436,-4.183566,0.3666782,-3.715384,-5.277377,0.5224247,-4.101808,
Q86XP3,-4.709054,-4.022881,-4.445722,-2.667409,-5.532354,-2.511131,-4.424886,-5.021287,-3.076041,-4.209867,-4.971419,-5.215642,-4.184783,-5.622613,-4.739695,-4.563336,-5.124959,-4.597588,-4.958397,-5.532238,-5.6705,-4.862772,-5.755295,-3.803096,-0.6957645,-1.603117,-2.029428,-4.574299,-2.60635,-2.717222,-4.841766,-2.804955,-4.1092,-1.481699,-2.238705,-5.228006,-2.660021,-5.205578,-4.808122,-4.128625,
Q86XR8,-3.944339,-4.424707,-4.854047,-4.445308,-4.344559,-4.983982,-5.30909,-4.810705,-0.9506817,-3.134272,-1.482752,-1.721384,-3.813869,-5.066055,-4.510483,-5.288095,-4.913508,-4.117522,-3.326322,-4.613263,-5.037086,-4.763275,-4.682788,-5.068662,-5.196904,-4.628127,-4.530905,-3.882634,-4.705949,-5.310849,-6.999565,-5.599774,-4.187974,-3.495572,-5.414096,-4.998845,-3.479105,-6.255128,-6.631276,-5.631749,
Q86XT2,-3.440167,-5.710043,-4.490881,-4.537138,-5.247055,-5.064938,-3.084376,-4.578632,-3.893368,-4.332212,-3.644277,-3.431211,-3.822627,-3.465857,-4.043655,-4.562901,1.090496,0.3195686,0.5767632,0.6529369,-4.911421,-4.866209,-4.376265,-4.096278,-5.761827,-4.121051,-5.946984,-5.541278,-3.952038,-3.412643,-1.528097,-0.7917156,-5.149031,-5.14065,-5.26199,-4.975401,-4.616171,-3.357703,-5.032721,-4.222086,
Q86XX4,-1.608477,-3.039894,-2.717623,-1.6978,-4.959044,-4.374826,-3.176543,-5.871627,-5.359142,-7.421828,-4.713702,-5.339911,-4.267941,-4.755189,-3.134674,-4.44534,-2.567614,-3.022181,-4.369055,-5.181816,-1.143084,-1.578276,-1.775194,-2.683325,-0.4887066,-1.50563,-4.104823,-4.420185,1.94359,1.763815,2.484911,1.812819,-0.918211,-1.697039,-2.496832,-5.497353,-3.014818,-4.689979,-4.876383,-1.790075,
Q86XZ4,-4.827974,-5.229576,-4.898777,-4.349038,-3.873713,-4.481538,-4.882174,-6.110296,-3.363646,-4.018108,-3.501593,-3.420412,-4.4761,-4.627007,-3.866238,-2.480495,-3.522209,-4.048498,-4.166826,-3.988276,-6.236618,-5.907154,-5.972128,-6.42469,-3.774603,-3.844841,-5.919811,-3.04879,-4.459892,-5.614492,-5.589286,-4.088609,-3.351637,-3.438377,-3.280798,-2.979063,-5.376217,-5.11816,-4.479475,-3.634638,
Q86Y82,-0.9589062,-1.347942,-0.818119,-3.196555,-1.118305,-5.742592,-1.302643,-1.488512,0.5952415,0.5507641,1.100008,1.018791,-1.396729,-4.334554,-4.928392,-3.896584,2.890177,2.908258,2.796906,2.723019,0.6711636,-1.562578,-0.7215672,-1.400162,-1.958418,-0.2974834,-0.2125511,-5.510817,-0.4398479,-0.9873123,-0.8690758,-0.6255779,-1.05394,-1.335577,0.1679344,-4.795983,-2.484301,-1.88237,-5.701883,-0.8741474,
